KOG0034,7,1,Q8LAS7;Q9SUA6;Q9C5P6;Q9LS47;Q7FZF1;Q9FUQ7;O81445;O81223;Q7FRS8;Q8LEM7;Q9LTB8,ZERO,O16343;Q9N2Y1,ZERO,Q9VNF9;Q24214;M9NFW6;Q9VFQ4;O77424;Q9VG22;Q9VI40,ZERO,Q7T2F7;Q803Y0;Q6NYK0;Q66HZ0;F1Q5E1;E9QG20;Q6P005,ZERO,A0A024R9M9;A0PJX0;O43745;P63098;Q96BS2;Q96LZ3;Q99828,Q96BS2;Q99828,P25296,ZERO,Q9UU93,ZERO,
KOG0039,7,1,Q9SW17;O81210;O48538;F4I4K7;Q9FIJ0;Q9SUT8;Q9FLW2;Q8RWS6;Q9FJD6;Q8VY13;Q8W110;O81209;Q9SBI0;O81211;Q9FW50;P92949;Q9LZU9;Q3KTM0;Q9LMM2,ZERO,O01795;O61213,ZERO,Q9VQH2;A8DWJ8,ZERO,A7E3K4;E7EXL3;E7EYB2;E7F9M1;E7FDH6;E7FF50;E7FFA6;F1QVF2,ZERO,Q9Y5S8;P04839;X6RAN8;Q9HBY0;Q9NRD9;Q96PH1;Q9NPH5,Q9Y5S8,Q12209;Q3E804;P36033;P53746;P32791;P53109;Q12473;Q12333;Q08908,ZERO,O94727;Q04800,ZERO,
KOG0046,7,1,Q9FKI0;Q9SJ84;Q7G188;Q9FJ70;O50064,ZERO,Q95XD8,ZERO,Q8IQZ8,ZERO,F1QCE2;Q6DG81;H9GYP7,ZERO,A0A024RDT4;P13797;Q14651,Q14651,P32599,ZERO,O59945,ZERO,
KOG0070,7,1,Q9M1P5;P0DH91;Q9LQC8;Q6ID97;P36397;Q9SHU5;Q9M9N1;Q9LIK1;Q9LYJ3;Q9FZ18;Q9LFJ7;P40940;F4HXI5,ZERO,Q94231;Q18510;P34212,ZERO,P61209;Q9VSG8;P40945;A1ZBK9;Q9VD65;L0MN60,ZERO,Q6DHP3;Q7ZUZ7;Q7ZUW4;E7FBA5;Q803D1;Q6P6E8;B8JLB2;Q6P5L0;F1R8Q1;Q7ZVD8;Q6P5M7;E7F5T1;F1QXC3;F1Q4Q5;Q6DHP0;Q6P5M5;Q6ZM32;Q561U6;Q78AP9;Q6NYD8;Q6P3I7;Q6P5K1;Q5M9P8,ZERO,A0A024R0Y6;A0A024R3Q3;A0A024R4C5;A0A024R9Z2;A4D0Z3;A6NH57;A8K0M5;B0YIW9;H0YGG7;P18085;P36406;P49703;Q9H0F7;Q8N4G2;Q9Y689;Q969Q4;Q8IVW1;Q6T311,Q9H0F7,P11076;P19146,ZERO,P36579,ZERO,
KOG0078,7,4,O24466;P28186;Q9FJF1;Q9LZD4;Q9LFG1;Q9SF91,ZERO,G5EFC1;Q21137;Q22908;Q9XWR6,G5EFC1,M9NEE8;O15971;Q95RQ2;Q9VC31,ZERO,A5WW21;E9QDA3;Q6DI36;E7EYJ1;Q6DGV5;F1QBN3;Q1RLP4;B8JLE6;Q7T3A4;F1QAX4;F1QKK3;A5PLC7;Q502Q0,Q7T3A4;F1QAX4,A0A024R7I3;P51153;Q6IQ22;Q8IZ41;Q7Z6P3;P0C0E4;P51157;P61026;Q96S21;Q12829;Q8WXH6;P59190;Q92930,A0A024R7I3;P51153;Q6IQ22;P0C0E4;P61026;Q96S21;Q12829;Q8WXH6;P59190;Q92930,P07560,P07560,P17609,ZERO,
KOG0094,7,1,Q9SID8;O80501;Q9SMR4;Q9LV79;Q9LFT9,ZERO,Q22782;Q9BL44,Q22782,X2J5T3,ZERO,E7FG87;A8KBS0;Q5BJD1;A0PJQ5;A9ULS4;Q5XJS4;F1QV30,ZERO,A0A024R5H8;O95755;Q5JT25;Q9H0N0;Q9NRW1,ZERO,Q99260,ZERO,P17608,ZERO,
KOG0202,7,1,Q9SY55;O23087;Q9XES1;P92939,ZERO,G5EEK8;G5EDU1,ZERO,A0A0B4LGB7;C1C5A0,ZERO,Q5U3A4;Q6ZM60;A0JMP4;A9C3Q4;F1Q7N8;A2BIP1;F1REJ1,ZERO,O14983;Q93084;P16615;O75185,P16615,P13587;Q01896;Q12691;P13586,ZERO,P22189;O59868,ZERO,
KOG0229,7,1,Q9M1K2;Q8RY89;Q8L850;Q8L796;Q9SLG9;O48709;Q9M149;Q9SUI2;Q56YP2;Q9SFB8;Q9LMN1,ZERO,O01759;Q9BL73,ZERO,Q8SXX1;Q7JNK2,ZERO,B3DJ34;E7F4U5;F1QA92;F1QIQ0;F1QRI7;F1QTD5;F1REU6;F8W503;Q503I3;Q66HW3;Q5XJW9,ZERO,Q5T9C9;P48426;Q8TBX8;O60331;O14986;Q99755,Q99755,P38994,ZERO,O13853,ZERO,
KOG0251,7,1,Q9LVD8;Q9ZVN6;Q9SA65;Q8LF20;P94017;Q9LHS0;Q9C502;Q8S9J8;Q8LBH2;Q9SHV5;Q8L936;Q9FRH3;Q8H0W9;Q9C9X5;Q8VYT2;Q9LQW4;Q8GX47;Q9FKQ2,ZERO,Q9XZI6,Q9XZI6,A0A0B4KFE2,ZERO,F1R5M0;E7F1B9;E7FC94;E7F4Z2;F6NL35,ZERO,A0A024R5P1;O60641,ZERO,P38856;P53309,ZERO,O60167,ZERO,
KOG0366,7,1,Q84J75;Q9LHL5,ZERO,P41992,ZERO,Q9XZ68,ZERO,Q4V946,ZERO,Q6IB63,ZERO,P20133,ZERO,P46960,P46960,
